latitutde, longitude, pitch, roll
44.4606999,-93.1488549,-0.024119248613715172,0.048278018832206726
44.4606999,-93.1488549,-0.024119248613715172,0.048278018832206726
44.4606999,-93.1488549,-0.024119248613715172,0.048278018832206726
44.4606999,-93.1488549,-0.024119248613715172,0.048278018832206726
44.4607001,-93.148855,0.00205320306122303,0.23242425918579102
44.4607001,-93.148855,0.00205320306122303,0.23242425918579102
44.4607001,-93.148855,0.00205320306122303,0.23242425918579102
44.4607001,-93.148855,0.00205320306122303,0.23242425918579102
44.4607001,-93.148855,0.00205320306122303,0.23242425918579102
44.4607002,-93.148857,0.017991850152611732,0.2210981249809265
44.4607002,-93.148857,0.017991850152611732,0.2210981249809265
44.4607002,-93.148857,0.017991850152611732,0.2210981249809265
44.4607002,-93.148857,0.017991850152611732,0.2210981249809265
44.4607004,-93.148861,0.006085754372179508,0.03884163126349449
44.4607004,-93.148861,0.006085754372179508,0.03884163126349449
44.4607004,-93.148861,0.006085754372179508,0.03884163126349449
44.4607004,-93.148861,0.006085754372179508,0.03884163126349449
44.4607004,-93.148861,0.006085754372179508,0.03884163126349449
44.4607004,-93.148861,0.006085754372179508,0.03884163126349449
44.4607008,-93.1488656,0.04798521101474762,0.07571928948163986
44.4607008,-93.1488656,0.04798521101474762,0.07571928948163986
44.4607008,-93.1488656,0.04798521101474762,0.07571928948163986
44.4607008,-93.1488656,0.04798521101474762,0.07571928948163986
44.4607017,-93.1488709,0.04798521101474762,0.07571928948163986
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607017,-93.1488709,0.11444490402936935,0.15596550703048706
44.4607031,-93.1488774,0.11613289266824722,0.1555936187505722
44.4607031,-93.1488774,0.11613289266824722,0.1555936187505722
44.4607052,-93.1488851,0.07552238553762436,0.142795130610466
44.4607052,-93.1488851,0.07552238553762436,0.142795130610466
44.4607052,-93.1488851,0.07552238553762436,0.142795130610466
44.4607052,-93.1488851,0.07552238553762436,0.142795130610466
44.460708,-93.1488945,0.07552238553762436,0.142795130610466
44.460708,-93.1488945,0.03599727898836136,0.1288861781358719
44.460708,-93.1488945,0.03599727898836136,0.1288861781358719
44.460708,-93.1488945,0.03599727898836136,0.1288861781358719
44.460708,-93.1488945,0.03599727898836136,0.1288861781358719
44.460708,-93.1488945,0.03599727898836136,0.1288861781358719
44.4607109,-93.148904,0.025456901639699936,0.12273786216974258
44.4607109,-93.148904,0.025456901639699936,0.12273786216974258
44.4607109,-93.148904,0.025456901639699936,0.12273786216974258
44.4607109,-93.148904,0.025456901639699936,0.12273786216974258
44.4607109,-93.148904,0.025456901639699936,0.12273786216974258
44.4607139,-93.1489143,-0.0017796587198972702,0.11840581893920898
44.4607139,-93.1489143,-0.0017796587198972702,0.11840581893920898
44.4607139,-93.1489143,-0.0017796587198972702,0.11840581893920898
44.4607168,-93.1489252,-0.05532275140285492,0.008243946358561516
44.4607168,-93.1489252,-0.05532275140285492,0.008243946358561516
44.4607168,-93.1489252,-0.05532275140285492,0.008243946358561516
44.4607168,-93.1489252,-0.05532275140285492,0.008243946358561516
44.4607168,-93.1489252,-0.05532275140285492,0.008243946358561516
44.4607168,-93.1489252,-0.05532275140285492,0.008243946358561516
44.4607193,-93.1489358,-0.07915513217449188,-0.24880406260490417
44.4607193,-93.1489358,-0.07915513217449188,-0.24880406260490417
44.4607193,-93.1489358,-0.07915513217449188,-0.24880406260490417
44.4607193,-93.1489358,-0.07915513217449188,-0.24880406260490417
44.4607193,-93.1489358,-0.07915513217449188,-0.24880406260490417
44.4607193,-93.1489358,-0.07915513217449188,-0.24880406260490417
44.4607213,-93.1489441,-0.0648110955953598,-0.3556416630744934
44.4607213,-93.1489441,-0.0648110955953598,-0.3556416630744934
44.4607213,-93.1489441,-0.0648110955953598,-0.3556416630744934
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.460723,-93.1489491,-0.03937355428934097,-0.33818694949150085
44.4607244,-93.1489511,-0.023849135264754295,-0.2994873523712158
44.4607244,-93.1489511,-0.023849135264754295,-0.2994873523712158
44.4607244,-93.1489511,-0.023849135264754295,-0.2994873523712158
44.4607244,-93.1489511,-0.023849135264754295,-0.2994873523712158
44.4607255,-93.1489503,-0.013687724247574806,-0.22553643584251404
44.4607255,-93.1489503,-0.013687724247574806,-0.22553643584251404
44.4607255,-93.1489503,-0.013687724247574806,-0.22553643584251404
44.4607255,-93.1489503,-0.013687724247574806,-0.22553643584251404
44.4607255,-93.1489503,-0.013687724247574806,-0.22553643584251404
44.4607255,-93.1489503,-0.013687724247574806,-0.22553643584251404
44.4607266,-93.1489474,-0.007214896380901337,-0.17568154633045197
44.4607266,-93.1489474,-0.007214896380901337,-0.17568154633045197
44.4607266,-93.1489474,-0.007214896380901337,-0.17568154633045197
44.4607273,-93.1489429,-0.007214896380901337,-0.17568154633045197
44.4607273,-93.1489429,-0.007214896380901337,-0.17568154633045197
44.4607273,-93.1489429,0.005093018524348736,-0.1573706865310669
44.4607273,-93.1489429,0.005093018524348736,-0.1573706865310669
44.4607273,-93.1489429,0.005093018524348736,-0.1573706865310669
44.4607273,-93.1489429,0.005093018524348736,-0.1573706865310669
44.4607281,-93.1489371,0.012057879939675331,-0.1603206992149353
44.4607281,-93.1489371,0.012057879939675331,-0.1603206992149353
44.4607281,-93.1489371,0.012057879939675331,-0.1603206992149353
44.4607281,-93.1489371,0.012057879939675331,-0.1603206992149353
44.4607281,-93.1489371,0.012057879939675331,-0.1603206992149353
44.4607288,-93.1489309,0.024135012179613113,-0.1727927029132843
44.4607288,-93.1489309,0.024135012179613113,-0.1727927029132843
44.4607288,-93.1489309,0.024135012179613113,-0.1727927029132843
44.4607288,-93.1489309,0.024135012179613113,-0.1727927029132843
44.4607288,-93.1489309,0.024135012179613113,-0.1727927029132843
44.4607298,-93.1489239,0.024135012179613113,-0.1727927029132843
44.4607298,-93.1489239,0.005229874514043331,-0.1763363778591156
44.4607298,-93.1489239,0.005229874514043331,-0.1763363778591156
44.4607298,-93.1489239,0.005229874514043331,-0.1763363778591156
44.4607298,-93.1489239,0.005229874514043331,-0.1763363778591156
44.4607309,-93.1489161,-0.00673458818346262,-0.11926168203353882
44.4607309,-93.1489161,-0.00673458818346262,-0.11926168203353882
44.4607309,-93.1489161,-0.00673458818346262,-0.11926168203353882
44.4607309,-93.1489161,-0.00673458818346262,-0.11926168203353882
44.4607309,-93.1489161,-0.00673458818346262,-0.11926168203353882
44.4607309,-93.1489161,-0.00673458818346262,-0.11926168203353882
44.460732,-93.1489075,0.003692522644996643,0.13680486381053925
44.460732,-93.1489075,0.003692522644996643,0.13680486381053925
44.460732,-93.1489075,0.003692522644996643,0.13680486381053925
44.4607332,-93.1489007,0.01775110699236393,0.3543217182159424
44.4607332,-93.1489007,0.01775110699236393,0.3543217182159424
44.4607332,-93.1489007,0.01775110699236393,0.3543217182159424
44.4607332,-93.1489007,0.01775110699236393,0.3543217182159424
44.4607332,-93.1489007,0.01775110699236393,0.3543217182159424
44.4607332,-93.1489007,0.01775110699236393,0.3543217182159424
44.4607344,-93.1488975,0.0092226043343544,0.3641495704650879
44.4607344,-93.1488975,0.0092226043343544,0.3641495704650879
44.4607344,-93.1488975,0.0092226043343544,0.3641495704650879
44.4607344,-93.1488975,0.0092226043343544,0.3641495704650879
44.4607357,-93.1488976,-0.018726717680692673,0.26211604475975037
44.4607357,-93.1488976,-0.018726717680692673,0.26211604475975037
44.4607357,-93.1488976,-0.018726717680692673,0.26211604475975037
44.4607357,-93.1488976,-0.018726717680692673,0.26211604475975037
44.4607357,-93.1488976,-0.018726717680692673,0.26211604475975037
44.4607357,-93.1488976,-0.018726717680692673,0.26211604475975037
44.4607372,-93.1489003,-0.028112972155213356,0.15109296143054962
44.4607372,-93.1489003,-0.028112972155213356,0.15109296143054962
44.4607372,-93.1489003,-0.028112972155213356,0.15109296143054962
44.4607372,-93.1489003,-0.028112972155213356,0.15109296143054962
44.4607388,-93.1489045,-0.028112972155213356,0.15109296143054962
44.4607388,-93.1489045,-0.028112972155213356,0.15109296143054962
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607388,-93.1489045,-0.03627750650048256,0.10152923315763474
44.4607426,-93.1489162,-0.0012612906284630299,0.09665729105472565
44.4607426,-93.1489162,-0.0012612906284630299,0.09665729105472565
44.4607426,-93.1489162,-0.0012612906284630299,0.09665729105472565
44.4607451,-93.1489237,-0.0012612906284630299,0.09665729105472565
44.4607451,-93.1489237,-0.0012612906284630299,0.09665729105472565
44.4607451,-93.1489237,-0.0012612906284630299,0.09665729105472565
44.4607451,-93.1489237,0.01655486598610878,0.08705197274684906
44.4607451,-93.1489237,0.01655486598610878,0.08705197274684906
44.4607451,-93.1489237,0.01655486598610878,0.08705197274684906
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.460748,-93.1489311,0.022069891914725304,0.07888861745595932
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607512,-93.1489387,0.015507975593209267,0.09128455817699432
44.4607585,-93.1489547,0.01763446442782879,0.09771119803190231
44.4607585,-93.1489547,0.01763446442782879,0.09771119803190231
44.4607585,-93.1489547,0.01763446442782879,0.09771119803190231
44.4607585,-93.1489547,0.01763446442782879,0.09771119803190231
44.4607625,-93.148963,0.02330072969198227,0.11454018950462341
44.4607625,-93.148963,0.02330072969198227,0.11454018950462341
44.4607625,-93.148963,0.02330072969198227,0.11454018950462341
